devices/device_type,devices/device_id,devices/aircraft_model,devices/registration,devices/cn,devices/tracked,devices/identified,devices/aircraft_type
F,DDACDE,DG-100,D-2770,,Y,Y,1
F,DDACDF,Mosquito,OK-4894,PF,Y,Y,1
F,DDACE0,Astir CS,D-4262,,Y,Y,1
F,DDACE1,ASK-21,D-2002,,Y,Y,1
F,DDACE2,ASK-21,D-1456,56,Y,Y,1
F,DDACE3,ASK-21,D-6189,,Y,Y,1
F,DDACE5,Glasflugel 304,D-3403,MM,Y,Y,1
F,DDACEA,Robinson R22,HB-ZIK,HZU,Y,Y,4
F,DDACEB,DG-100,S5-3019,19,Y,Y,1
F,DDACEE,LS-4,D-6461,LW,Y,Y,1
F,DDACEF,Mosquito,D-1303,MO,Y,Y,1
F,DDACF0,SF-25,D-KDBI,23,Y,Y,1
F,DDACF1,Discus,D-4508,LR,Y,Y,1
F,DDACF4,HK36 Super Dimona,D-KGTI,TI,Y,Y,1
F,DDACF7,Cirrus Std,OK-7227,GT,Y,Y,1
F,DDACFA,Ikarus C42 B,D-MSHP,,Y,Y,3
F,DDACFB,Ka-8,D-0622,,Y,Y,1
F,DDACFC,Ka-8,D-6346,46,Y,Y,1
F,DDACFD,ASK-21,D-1579,ZP,Y,Y,1
F,DDAD01,SZD-48-3 Jantar Std 3,SP-3817,AS,Y,Y,1
F,DDAD02,SF-25,OY-HXP,HXP,Y,Y,1
F,DDAD03,DG-100,D-2970,,Y,Y,1
F,DDAD04,DG-100,D0044,44,Y,Y,1
F,DDAD05,ASK-21,D-7812,ASK,Y,Y,1
F,DDAD07,Ka-6 cr,OE-0639,K6,Y,Y,1
F,DDAD09,Glasflugel 304,D-6836,GH,Y,Y,1
F,DDAD0A,SZD-30 Pirat,SP-2989,89,Y,Y,1
F,DDAD0B,Twin Astir I,OM-8320,BA7,Y,Y,1
F,DDAD0C,ASK-21,D-3931,DZ,Y,Y,1
F,DDAD0D,Ventus 2cxM,D-KPMA,MA,Y,Y,1
F,DDAD0E,DG-200,OK-5240,AM1,Y,Y,1
F,DDAD10,DG-505,S5-7507,07,Y,Y,1
F,DDAD13,ASK-21,OE-5536,UD,Y,Y,1
F,DDAD15,DG-300,OE-5516,YZ,Y,Y,1
F,DDAD16,DG-100,OK-3734,EZ,Y,Y,1
F,DDAD17,Elfe S4,D-4283,LK,Y,Y,1
F,DDAD19,DG-100,D-4099,1D,Y,Y,1
F,DDAD1B,LS-4,D-1290,AM,Y,Y,1
F,DDAD1C,Speed Astir II,OK-8717,M2,Y,Y,1
F,DDAD1D,ASW-20,D-5559,NN,Y,Y,1
F,DDAD23,ASW-20,Michel,NI,Y,Y,1
F,DDAD24,ASK-21,D-5037,RK,Y,Y,1
F,DDAD26,DG-100,OK-5043,75,Y,Y,1
F,DDAD28,Discus,D-3365,SH,Y,Y,1
F,DDAD29,ASW-19,D-8318,8C,Y,Y,1
F,DDAD2D,Astir CS,D-4264,64,Y,Y,1
F,DDAD2F,ASK-21,D-5625,BA,Y,Y,1
F,DDAD31,ASK-21,D-1823,CQ,Y,Y,1
F,DDAD32,Libelle Club,D-9464,,Y,Y,1
F,DDAD33,SZD-50 Puchacz,D-3665,65,Y,Y,1
F,DDAD34,Ventus bT,D-KYMP,MP,Y,Y,1
F,DDAD3A,Ka-6 cr,D-8164,,Y,Y,1
F,DDAD3B,DG-808 B,D-KUGK,5X,Y,Y,1
F,DDAD3E,ASW-19,G-CJBK,L3,Y,Y,1
F,DDAD3F,Nimbus 3DT,G-CFWK,GG,Y,Y,1
F,DDAD41,Ka-6 cr,D-7090,,Y,Y,1
F,DDAD43,PIK-20 D,OO-YJR,JR,Y,Y,1
F,DDAD46,ASW-19,D-1577,3P,Y,Y,1
F,DDAD47,ASK-21,D-1513,,Y,Y,1
F,DDAD4A,Libelle Std,D-2400,3B,Y,Y,1
F,DDAD4C,Duo Discus t,D-KGGX,GX,Y,Y,1
F,DDAD4E,Astir CS,OY-XDY,K2,Y,Y,1
F,DDAD4F,DG-100,D-2286,UR,Y,Y,1
F,DDAD51,Discus 2t,D-KDHF,HF,Y,Y,1
F,DDAD53,Nimbus 3DT,,954,Y,Y,1
F,DDAD56,Discus,4X-GBS,,Y,Y,1
F,DDAD57,FK9 Mark 2,D-MXBS,,Y,Y,3
F,DDAD58,Slingsby T34 Sky,PH-203,SKY,Y,Y,1
F,DDAD5A,ASK-13,D-0944,,Y,Y,1
F,DDAD5E,RF 10,D-KOCI,CI,Y,Y,1
F,DDAD5F,Other,CYV,CYV,Y,Y,1
F,DDAD60,ASK-21,D-6146,J6,Y,Y,1
F,DDAD63,Discus 2cT,,2Y,Y,Y,1
F,DDAD65,H36 Dimona,D-KBOB,,Y,Y,1
F,DDAD66,Ka-8,D-7015,15,Y,Y,1
F,DDAD6A,Libelle Club,D-9493,49,Y,Y,1
F,DDAD6B,Ka-8,D-3645,,Y,Y,1
F,DDAD6C,SF-25,D-KPIF,,Y,Y,1
F,DDAD6D,Speed Astir II,D-8719,CK,Y,Y,1
F,DDAD70,ASK-21,D-5942,,Y,Y,1
F,DDAD71,ASK-13,D-5010,10,Y,Y,1
F,DDAD72,Twin Astir II,D-4280,80,Y,Y,1
F,DDAD73,Discus,D-4529,6B,Y,Y,1
F,DDAD75,Ka-6 e,D-4127,6,Y,Y,1
F,DDAD77,Cirrus Std,D-3095,E8,Y,Y,1
F,DDAD78,Std. Astir II,SP-4050,,Y,Y,1
F,DDAD79,DG-400,D-KEJD,i3,Y,Y,1
F,DDAD7C,Astir CS,B1,B1,Y,Y,1
F,DDAD7D,Janus Ce,D-1880,MB,Y,Y,1
F,DDAD80,Ka-6 cr,D-1020,F,Y,Y,1
F,DDAD81,ASK-21,D-5349,3N,Y,Y,1
F,DDAD82,Duo Discus xt,,KB,Y,Y,1
F,DDAD84,LS-4,D-1298,98,Y,Y,1
F,DDAD86,LS-4,D-4613,8H,Y,Y,1
F,DDAD87,Janus C,OY-ENX,T1,Y,Y,1
F,DDAD8A,Husky A-1,D-ETSY,,Y,Y,2
F,DDAD8C,LS-4,D-0171,AX,Y,Y,1
F,DDAD8E,ASK-13,D-0492,,Y,Y,1
F,DDAD8F,Duo Discus t,D-KKGU,G2,Y,Y,1
F,DDAD90,Ka-6 cr,D-1920,,Y,Y,1
F,DDAD91,Unknown,,,Y,Y,6
F,DDAD94,L-Spatz 55,D-1687,,Y,Y,1
F,DDAD97,ASW-19,D-0754,G1,Y,Y,1
F,DDAD98,ASK-21,D-1652,52,Y,Y,1
F,DDAD99,LS-8,D-5808,6J,Y,Y,1
F,DDAD9B,DG-400,OK-2103,ZX,Y,Y,1
F,DDAD9C,Mosquito,D-9562,IMO,Y,Y,1
F,DDAD9D,Other,D-4850,,Y,Y,1
F,DDAD9F,ASW-20,D-3157,PO,Y,Y,1
F,DDADA0,LS-1,D-2248,48,Y,Y,1
F,DDADA3,SZD-50 Puchacz,D-3742,PUC,Y,Y,1
F,DDADA4,Astir Club,OO-YBT,BT,Y,Y,1
F,DDADA5,Mistral C,D-4920,,Y,Y,1
F,DDADA6,Slingsby T34 Sky,DPZ,DPZ,Y,Y,1
F,DDADA7,Pegase,G-CFVP,FVP,Y,Y,1
F,DDADA9,Duo Discus,D-4810,GN,Y,Y,1
F,DDADAC,DG-500,D-0245,45,Y,Y,1
F,DDADAE,Duo Discus,D-4231,BK,Y,Y,1
F,DDADB1,LS-3,D-2568,MC3,Y,Y,1
F,DDADB2,LS-4,D-9017,3M,Y,Y,1
F,DDADB3,Ka-6 e,D-9355,BJ,Y,Y,1
F,DDADB4,SF-25,D-KTIB,,Y,Y,1
F,DDADB5,DG-100,D-4102,LW,Y,Y,1
F,DDADB7,ASK-13,OE-5031,K13,Y,Y,1
F,DDADB8,Discus,D-1004,63,Y,Y,1
F,DDADBA,Cirrus Std,D-0703,47,Y,Y,1
F,DDADBC,Discus 2t,D-KCBP,BP,Y,Y,1
F,DDADBE,Unknown,,,Y,Y,6
F,DDADBF,Towplane,D-KGTB,TB,Y,Y,2
F,DDADC0,DG-300,D-5716,,Y,Y,1
F,DDADC1,Ka-8,D-0534,,Y,Y,1
F,DDADC6,ASK-13,D-3864,,Y,Y,1
F,DDADC7,LS-1 c,D-1162,7L,Y,Y,1
F,DDADC9,DG-200,D 1416,SM,Y,Y,1
F,DDADCA,LS-4,D-4989,LA,Y,Y,1
F,DDADCF,Valentin Taifun,D-KBGM,GM,Y,Y,1
F,DDADD7,Duo Discus xt,D-KFDS,WA,Y,Y,1
F,DDADD9,ASK-21,D-3172,RL,Y,Y,1
F,DDADDB,ASW-15,OM-2372,RM,Y,Y,1
F,DDADE1,DR-400,D-EJJM,JM,Y,Y,2
F,DDADE3,IS-28B2,D-5043,BB,Y,Y,1
F,DDADE4,ASW-20,OK-5274,TA,Y,Y,1
F,DDADE5,Discus 2,D-3311,AB,Y,Y,1
F,DDADE6,LS-3,D-2627,,Y,Y,1
F,DDADE7,Twin Astir III,D-4082,N1,Y,Y,1
F,DDADE8,Ka-8,D-1882,,Y,Y,1
F,DDADE9,DG-100,D-5722,22,Y,Y,1
F,DDADEB,Ka-6 e,G-HCAC,994,Y,Y,1
F,DDADED,Motorglider,D-KRRK,Rep,Y,Y,1
F,DDADF5,ASK-21,D-1463,,Y,Y,1
F,DDADF6,DG-100,D-1552,H3,Y,Y,1
F,DDADF8,Discus,D-3702,KT,Y,Y,1
F,DDADFC,Duo Discus,D-2502,RP,Y,Y,1
F,DDADFD,Astir CS,D-4267,MY,Y,Y,1
F,DDADFE,MS-893 Commodore,F-BSDM,DM,Y,Y,2
F,DDADFF,LS-4,D6674,1Z,Y,Y,1
F,DDAE01,DG-505,D-4961,LT,Y,Y,1
F,DDAE05,DG-400,D-KZSF,SF,Y,Y,1
F,DDAE06,ASW-19,D-3525,,Y,Y,1
F,DDAE07,WT9 Dynamic,D-MWEK,EK,Y,Y,3
F,DDAE0C,LS-4,D-8441,MO,Y,Y,1
F,DDAE0E,Libelle Std,D-5585,FB,Y,Y,1
F,DDAE0F,LS-1 f,D-9435,FF,Y,Y,1
F,DDAE12,LS-4,D-5254,54,Y,Y,1
F,DDAE13,Janus A,D-4817,,Y,Y,1
F,DDAE14,Discus 2cT,D-KIYB,IYB,Y,Y,1
F,DDAE16,Twin Astir III SL,D-KATL,ITL,Y,Y,1
F,DDAE17,Other,D-3141,,Y,Y,1
F,DDAE18,LS-4,D-3447,L4,Y,Y,1
F,DDAE19,ASK-23,D-1292,7F,Y,Y,1
F,DDAE1A,SF-25,D-KIOY,OY,Y,Y,1
F,DDAE1D,Astir CS,D-XX76,,Y,Y,1
F,DDAE20,ASW-20,EC-GOX,EF,Y,Y,1
F,DDAE23,Duo Discus t,D-KNRV,RV,Y,Y,1
F,DDAE24,Mosquito,D-7866,,Y,Y,1
F,DDAE26,Pegase,F-CHKT,KT,Y,Y,1
F,DDAE27,MS-893 Commodore,F-BRKU,KU,Y,Y,2
F,DDAE29,ASK-21,D-5618,BA,Y,Y,1
F,DDAE2A,ASW-22 BL,D-KBEE,YT,Y,Y,1
F,DDAE31,ASW-15,D-6885,,Y,Y,1
F,DDAE33,ASW-19,OK-6783,PH,Y,Y,1
F,DDAE34,ASK-21,D-7021,,Y,Y,1
F,DDAE37,LS-4,D-1089,K2,Y,Y,1
F,DDAE38,DG-400,D-KEHC,42,Y,Y,1
F,DDAE3A,Duo Discus,4X-GEQ,,Y,Y,1
F,DDAE3B,AVo 68 Samburo,D-KARJ,RJ,Y,Y,1
F,DDAE3C,Calif A21S,OE-5700,,Y,Y,1
F,DDAE3D,Other,D-4897,,Y,Y,1
F,DDAE3F,ASW-15,D-6899,,Y,Y,1
F,DDAE40,LS-4,D-4784,,Y,Y,1
F,DDAE41,Unknown,D-1131,31,Y,Y,6
F,DDAE42,Duo Discus,D-4507,BM,Y,Y,1
F,DDAE43,LS-4,D-2820,TU,Y,Y,1
F,DDAE45,ASH-25,D-1248,GO,Y,Y,1
F,DDAE46,LS-1 d,,39,Y,Y,1
F,DDAE47,Calif A21S,D-6600,,Y,Y,1
F,DDAE48,ASW-15,OK-2334,BE,Y,Y,1
F,DDAE49,ASK-13,F-CEJT,,Y,Y,1
F,DDAE4B,Ventus 2ct,D-KGRR,RR,Y,Y,1
F,DDAE4D,SF-25,D-KORK,,Y,Y,1
F,DDAE51,Discus 2c,D-8442,D2C,Y,Y,1
F,DDAE54,Speed Astir II,D-3500,Q,Y,Y,1
F,DDAE55,DG-600,SE-UGG,GG,Y,Y,1
F,DDAE56,Cirrus Std,,NC,Y,Y,1
F,DDAE57,Twin Astir II,D-8694,7E,Y,Y,1
F,DDAE59,ASK-21,OY-XZK,ZK,Y,Y,1
F,DDAE5C,ASK-21,D-1621,21,Y,Y,1
F,DDAE5D,Other,D-KNAX,,Y,Y,1
F,DDAE5E,Janus B,SP-4222,B,Y,Y,1
F,DDAE5F,Ka-6 e,D-6115,15,Y,Y,1
F,DDAE61,Experimental,F-Cxxx,VL,Y,Y,1
F,DDAE62,LS-4,F-CGYJ,,Y,Y,1
F,DDAE63,Libelle Club,D-8205,QF,Y,Y,1
F,DDAE6A,ASK-13,D-4668,,Y,Y,1
F,DDAE6B,DG-100,D-1701,01,Y,Y,1
F,DDAE6D,ASK-13,D-6489,,Y,Y,1
F,DDAE6F,Twin Astir II,D-6106,,Y,Y,1
F,DDAE70,LS-4,D-5248,P8,Y,Y,1
F,DDAE72,DG-300,D-0337,JP,Y,Y,1
F,DDAE74,DG-808 B,D-KGER,ER,Y,Y,1
F,DDAE76,Nimbus 2 C,D-6691,PVC,Y,Y,1
F,DDAE77,SF-25,D-KTIM,,Y,Y,1
F,DDAE79,Discus 2c,D-7515,HY,Y,Y,1
F,DDAE7A,Cirrus Std,VH-GVE,GVE,Y,Y,1
F,DDAE7C,Discus t,D-KIKW,KW,Y,Y,1
F,DDAE7D,LS-4 W,D-2698,L4,Y,Y,1
F,DDAE85,Nimbus 4DM,HB-2339,WB,Y,Y,1
F,DDAE86,LS-6,D-2389,Z,Y,Y,1
F,DDAE88,Pegase,F-CGFR,FR,Y,Y,1
F,DDAE8A,Discus,BOP-GZ,D25,Y,Y,1
F,DDAE94,ASK-21,D-6536,,Y,Y,1
F,DDAE95,DG-1000,D-0697,WI,Y,Y,1
F,DDAE96,Std. Astir II,F-CFMJ,MJ,Y,Y,1
F,DDAE97,Twin Astir I,D-3946,K3,Y,Y,1
F,DDAE9C,ASW-24,D-1124,GS,Y,Y,1
F,DDAE9D,LS-3,F-CESI,S06,Y,Y,1
F,DDAE9E,ASK-21,D2631,2,Y,Y,1
F,DDAE9F,Duo Discus,D-9041,,Y,Y,1
F,DDAEA1,SZD-50 Puchacz,OE-5424,K3,Y,Y,1
F,DDAEA6,Pegase,F-CFXV,FXV,Y,Y,1
F,DDAEA7,Astir CS,OK-7225,AZ,Y,Y,1
F,DDAEA8,Libelle Std,OE-5415,,Y,Y,1
F,DDAEA9,Speed Astir II,D-4869,J1,Y,Y,1
F,DDAEAA,Janus B,F-CEPM,J20,Y,Y,1
F,DDAEAB,Bergfalke III,D-2004,,Y,Y,1
F,DDAEAD,Ka-6 e,D-4049,,Y,Y,1
F,DDAEB0,Ventus c,D-4147,M7,Y,Y,1
F,DDAEB1,DG-300,D-5564,MOS,Y,Y,1
F,DDAEBA,Taurus,D-MMRT,,Y,Y,1
F,DDAEBD,LS-6,D-3405,ZI,Y,Y,1
F,DDAEBE,ASW-17,D-9491,17,Y,Y,1
F,DDAEBF,Ka-8,D-4976,,Y,Y,1
F,DDAEC0,Ka-6 cr,D-0988,88,Y,Y,1
F,DDAEC2,DG-300,D-6609,CT,Y,Y,1
F,DDAEC4,Ka-8,D-0212,,Y,Y,1
F,DDAEC5,SZD-30 Pirat,D-1874,i5,Y,Y,1
F,DDAEC6,WA28 Espadon,F-CEOG,,Y,Y,1
F,DDAEC7,Libelle Std,D-1950,LIB,Y,Y,1
F,DDAEC8,UFO,D-9733,33,Y,Y,6
F,DDAEC9,DG-300,D-1070,XA,Y,Y,1
F,DDAECA,SZD-50 Puchacz,D-3687,87,Y,Y,1
F,DDAECB,LS-4,OO-YBL,B4,Y,Y,1
F,DDAECC,ASK-13,F-CEAJ,,Y,Y,1
F,DDAECE,ASK-13,F-CEAI,AI,Y,Y,1
F,DDAECF,Pegase,F-CGNP,Y31,Y,Y,1
F,DDAED1,LS-3,D-3916,6R,Y,Y,1
F,DDAED2,SF-25,F-CHCM,,Y,Y,1
F,DDAED4,Astir Club,D-3058,A9,Y,Y,1
F,DDAEDA,PIK-20 D,HA-4412,T7,Y,Y,1
F,DDAEDB,ASK-21,D-4259,59,Y,Y,1
F,DDAEDC,Pegase,F-CGEY,SEY,Y,Y,1
F,DDAEDE,Pegase,F-CGHF,E9,Y,Y,1
F,DDAEDF,ASK-23,F-CLOE,,Y,Y,1
F,DDAEE2,Cirrus Std,F-CGPS,19,Y,Y,1
F,DDAEE3,ASK-21 MI,D-KESH,,Y,Y,1
F,DDAEE4,DG-400,D-KGWB,WB,Y,Y,1
F,DDAEE6,Discus t,LN-GPS,PS,Y,Y,1
F,DDAEE8,DG-1000,D-1099,SFG,Y,Y,1
F,DDAEEA,SZD-55,SP-3955,TF,Y,Y,1
F,DDAEEE,LS-8,D-1152,CP,Y,Y,1
F,DDAEF0,LS-4,D-1108,DL,Y,Y,1
F,DDAEF1,Astir CS,D-7357,,Y,Y,1
F,DDAEF2,LS-6,LN-GHK,HK,Y,Y,1
F,DDAEF3,Pegase,F-CHLA,LA,Y,Y,1
F,DDAEF7,Ventus 2,D-2604,A8,Y,Y,1
F,DDAEF8,Libelle Std,D-2227,V1,Y,Y,1
F,DDAEFA,ASK-21,D-3469,,Y,Y,1
F,DDAEFC,Mini Nimbus,D-4984,M1,Y,Y,1
F,DDAEFE,ASG-29E,D-KPSC,C65,Y,Y,1
F,DDAF01,Ventus 2cxM,D-KHFC,HCF,Y,Y,1
F,DDAF03,LS-4,D-0503,A4,Y,Y,1
F,DDAF04,Ventus 2cM,D-KHAH,AH,Y,Y,1
F,DDAF0B,DG-300,OE-5491,91,Y,Y,1
F,DDAF0C,DG-100,D-4546,46,Y,Y,1
F,DDAF0E,Ventus cM,D-KLLW,LW,Y,Y,1
F,DDAF0F,Ventus,OK-3383,JET,Y,Y,1
F,DDAF11,Taurus,F-JZWR,TAU,Y,Y,1
F,DDAF14,ASW-24,D-2483,GE,Y,Y,1
F,DDAF16,LS-4,D-0894,4R,Y,Y,1
F,DDAF18,Ka-7,D-7150,,Y,Y,1
F,DDAF1B,TST-10,OK-A707,07,Y,Y,1
F,DDAF1C,SZD-9 Bocian,SP-2754,,Y,Y,1
F,DDAF1D,Ka-6 cr,D-1941,KL,Y,Y,1
F,DDAF1E,Discus,D-0108,ES,Y,Y,1
F,DDAF20,Pegase,F-CHFD,SI,Y,Y,1
F,DDAF21,LS-1 f,F-CEKT,,Y,Y,1
F,DDAF22,ASK-13,F.CECO,,Y,Y,1
F,DDAF23,Pegase,F-CFRD,,Y,Y,1
F,DDAF26,Astir Club,D-3996,E7,Y,Y,1
F,DDAF27,Discus 2cT,D-KPTB,TB,Y,Y,1
F,DDAF28,Robinson R44,HB-ZPE,ALP,Y,Y,4
F,DDAF2A,Duo Discus,F-CIDH,PAP,Y,Y,1
F,DDAF2B,WT9 Dynamic,OE-7102,EFD,Y,Y,3
F,DDAF2D,ASK-23,D-4793,RW,Y,Y,1
F,DDAF2E,Twin Astir II,D-8794,MX,Y,Y,1
F,DDAF2F,ASW-15,D-2313,42,Y,Y,1
F,DDAF30,Cirrus Std,D-0706,ICU,Y,Y,1
F,DDAF31,PIK-20 E,D-KEJS,J2,Y,Y,1
F,DDAF32,Std. Astir II,D-7772,72,Y,Y,1
F,DDAF34,Piper PA-38 Tomahawk,F-HNZV,ZV,Y,Y,2
F,DDAF35,Astir Club,F-CFMF,R66,Y,Y,1
F,DDAF36,Discus,D-2572,,Y,Y,1
F,DDAF37,Bergfalke IV,D-0840,EBD,Y,Y,1
F,DDAF38,PA-25 Pawnee,F-GAPL,PL,Y,Y,2
F,DDAF39,LS-3,D-7872,FR,Y,Y,1
F,DDAF3B,DG-400,D-KCWB,WB,Y,Y,1
F,DDAF3D,Nimbus 2,D-8106,BC,Y,Y,1
F,DDAF42,ASK-21,F-CGCH,CH,Y,Y,1
F,DDAF44,DR-400,F-GLKP,KP,Y,Y,2
F,DDAF45,Astir Jeans,D-3815,,Y,Y,1
F,DDAF46,LS-1 f,OM-3128,LS,Y,Y,1
F,DDAF48,SB-5 e,D-8026,,Y,Y,1
F,DDAF49,LS-4,D-4487,87,Y,Y,1
F,DDAF4A,Marianne,OK-1331,,Y,Y,1
F,DDAF4B,,,,N,N,1
F,DDAF4E,ASK-21,D-8999,,Y,Y,1
F,DDAF4F,Alliance 34,F-CJBG,BG,Y,Y,1
F,DDAF50,Cirrus Std,OK-0595,L1,Y,Y,1
F,DDAF51,Discus t,D-KBEW,1T,Y,Y,1
F,DDAF55,SF-25,D-KNID,ZBV,Y,Y,1
F,DDAF56,ASK-21,D-6236,DT,Y,Y,1
F,DDAF58,Unknown,D-EGPE,PE,Y,Y,6
F,DDAF5A,Ventus,D-KOSR,AH,Y,Y,1
F,DDAF5E,Astir CS,D-7305,OT,Y,Y,1
F,DDAF5F,ASW-20,F-CBDC,DC,Y,Y,1
F,DDAF64,PIK-20 E,D-KIFA,FA,Y,Y,1
F,DDAF66,PA-18 Super Cub,LN-KCH,KCH,Y,Y,2
F,DDAF67,Duo Discus t,LN GSF,SF,Y,Y,1
F,DDAF68,DG-300,D-5526,,Y,Y,1
F,DDAF6A,ASK-13,F-CDYC,YC,Y,Y,1
F,DDAF6B,SF-27,OE-0805,TW,Y,Y,1
F,DDAF6C,DG-300,D-1279,LL,Y,Y,1
F,DDAF6F,Supermarine Spitfire,HA-4297,P,Y,Y,2
F,DDAF70,Pegase,F-CHFZ,BBX,Y,Y,1
F,DDAF71,Ka-8,D-9404,,Y,Y,1
F,DDAF74,Taurus,D-MLLY,LY,Y,Y,1
F,DDAF75,Pegase,F-CHDL,DL,Y,Y,1
F,DDAF7B,DG-100,D-3775,75,Y,Y,1
F,DDAF7E,SZD-55,F-CGVP,VP,Y,Y,1
F,DDAF7F,Astir CS,D-3303,P5,Y,Y,1
F,DDAF85,Cirrus 18m,OK-0505,JO,Y,Y,1
F,DDAF88,Ka-8,D-2129,,Y,Y,1
F,DDAF89,Discus bT,D-KCEL,EL,Y,Y,1
F,DDAF8A,ASK-13,D-0488,BL,Y,Y,1
F,DDAF8C,Ka-8,D-6670,70,Y,Y,1
F,DDAF8E,Twin Astir II,D-3569,,Y,Y,1
F,DDAF91,Unknown,,,Y,Y,6
F,DDAF92,Astir Club,D7769,69,Y,Y,1
F,DDAF93,Twin Astir III SL,D-KJAK,,Y,Y,1
F,DDAF95,Hornet,D-6344,44,Y,Y,1
F,DDAF96,ASW-15,D-9283,3X,Y,Y,1
F,DDAF97,SZD-41 Jantar Std,D-KAZF,4W,Y,Y,1
F,DDAF98,ASW-22 BL,D-KKUP,LV,Y,Y,1
F,DDAF99,ASK-13,F-CECU,CU,Y,Y,1
F,DDAF9A,EuroFox,G-CIFO,FO,Y,Y,3
F,DDAF9B,VT-116 Orlik II,OK-5524,LUB,Y,Y,1
F,DDAF9C,DG-808 B,D-KHDP,HS,Y,Y,1
F,DDAF9E,ASK-23,D-3497,97,Y,Y,1
F,DDAFA0,Pegase,F-CHGV,DDA,Y,Y,1
F,DDAFA1,Twin Astir I,OM-8079,TA,Y,Y,1
F,DDAFA2,Husky A-1,D-EZAR,AR,Y,Y,2
F,DDAFA3,ASK-13,LN-GBG,BG,Y,Y,1
F,DDAFA5,LS-7,D-5783,PG,Y,Y,1
F,DDAFA7,DG-505,SE-UVV,2V,Y,Y,1
F,DDAFAA,Ka-6 cr,D-6232,II,Y,Y,1
F,DDAFAE,Duo Discus,D-4901,01,Y,Y,1
F,DDAFAF,MS-893 Commodore,F-BLGA,,Y,Y,2
F,DDAFB0,LS-4,F-CEIP,V20,Y,Y,1
F,DDAFB2,DR-400,F-GVIK,IK,Y,Y,2
F,DDAFB3,DG-300,F-CBBE,HY,Y,Y,1
F,DDAFB5,ASW-20,F-CFFP,FP,Y,Y,1
F,DDAFB7,SF-25,D-KPAF,,Y,Y,1
F,DDAFB8,ASH-26 E,D-KPAL,FK,Y,Y,1
F,DDAFB9,Lambada,25AJP,,Y,Y,3
F,DDAFBA,Ka-8,D-5251,51,Y,Y,1
F,DDAFBE,Pegase,F-CGOM,OM,Y,Y,1
F,DDAFBF,Discus,D-XX62,5D,Y,Y,1
F,DDAFC0,SZD-51 Junior,F-CHHD,HD,Y,Y,1
F,DDAFC2,LS-6,F-CGUD,Z05,Y,Y,1
F,DDAFC4,DG-300,D-0028,,Y,Y,1
F,DDAFC6,SZD-22 Mucha Standard,F-AYAF,AF,Y,Y,1
F,DDAFCA,Pilatus B4,D-4489,PZ,Y,Y,1
F,DDAFCD,LS-1 d,D-0669,F,Y,Y,1
F,DDAFD0,LS-4,D-8104,AA,Y,Y,1
F,DDAFD1,Ultralight,OKVUY66,Y66,Y,Y,3
F,DDAFD2,LS-6 18,F-CHSM,SM,Y,Y,1
F,DDAFD3,Duo Discus,D-3887,RV,Y,Y,1
F,DDAFD6,Discus,D-8217,BS,Y,Y,1
F,DDAFDF,Ka-8,D-3614,,Y,Y,1
F,DDAFE2,LS-4,D-2515,,Y,Y,1
F,DDAFE3,ASK-13,D-4471,,Y,Y,1
F,DDAFE4,Silent-IN,D-MZOB,OB,Y,Y,1
F,DDAFE5,LS-4,DDAFE5,,Y,Y,1
F,DDAFE7,Cessna 208,OO-FNG,NG,Y,Y,2
F,DDAFE8,LS-4,D-1593,,Y,Y,1
F,DDAFE9,LS-6 18,D-6206,Amy,Y,Y,1
F,DDAFED,ASK-21,D-6855,,Y,Y,1
F,DDAFEE,Experimental,VL,VL,Y,Y,1
F,DDAFEF,DG-800,D-KLEZ,EZ,Y,Y,1
F,DDAFF0,Nimbus 4DM,LN-GDM,DM,Y,Y,1
F,DDAFF1,LS-1 d,,NS,Y,Y,1
F,DDAFF3,Janus B,F-CFAU,AU,Y,Y,1
F,DDAFF8,DG-1000 T,D-KLUM,,Y,Y,1
F,DDAFFA,ASK-13,D-2139,39,Y,Y,1
F,DDAFFD,DG-300,D-1572,IGO,Y,Y,1
F,DDAFFE,DG-500,F-CHJG,MJG,Y,Y,1
F,DDAFFF,MS-893 Commodore,F-BLIK,IK,Y,Y,2
F,DDB002,Duo Discus,D-2935,IOO,Y,Y,1
F,DDB003,ASK-16,D-KICH,CH,Y,Y,1
F,DDB006,Phoebus,D-0088,88,Y,Y,1
F,DDB007,SZD-50 Puchacz,D-3611,11,Y,Y,1
F,DDB009,LS-4 W,D6415,1,Y,Y,1
F,DDB00A,LS-4,D-4174,IHB,Y,Y,1
F,DDB00B,Discus,D-7816,,Y,Y,1
F,DDB00D,SF-25,D-KTIX,,Y,Y,1
F,DDB00F,DR-400,HB-KDO,KDO,Y,Y,2
F,DDB010,Astir CS,D-6979,,Y,Y,1
F,DDB011,Astir Club,F-CFCR,R43,Y,Y,1
F,DDB012,ASK-21,D-0744,44,Y,Y,1
F,DDB013,Ka-8,D-0798,,Y,Y,1
F,DDB015,DG-100,D-3031,P7,Y,Y,1
F,DDB018,Libelle Std,OY-MXC,MC,Y,Y,1
F,DDB01B,ASK-21,D-7698,,Y,Y,1
F,DDB01C,SZD-51 Junior,D-7173,K73,Y,Y,1
F,DDB01D,,,,N,N,1
F,DDB020,Ka-6 e,D-1917,17,Y,Y,1
F,DDB022,LS-4 W,F-CFZB,V31,Y,Y,1
F,DDB023,Astir CS,D-7296,96,Y,Y,1
