devices/device_type,devices/device_id,devices/aircraft_model,devices/registration,devices/cn,devices/tracked,devices/identified,devices/aircraft_type
F,DDA993,LS-6 18WJ,F-CGZC,ZC,Y,Y,1
F,DDA994,Astir Club,D-9009,,Y,Y,1
F,DDA995,LS-6,D-KRSF,PB,Y,Y,1
F,DDA996,Discus bT,OK-0408,OI,Y,Y,1
F,DDA997,Ventus ct,D-KVCT,VC,Y,Y,1
F,DDA998,MDM-1 Fox,D-9899,Fox,Y,Y,1
F,DDA999,Twin Astir I,OK 3945,KW,Y,Y,1
F,DDA99B,LS-4,D-7829,24,Y,Y,1
F,DDA99C,ASH-26 E,D-KBEJ,BV,Y,Y,1
F,DDA99D,Ka-8,D-0904,,Y,Y,1
F,DDA99F,Astir CS,D-3301,,Y,Y,1
F,DDA9A2,Duo Discus,D-8344,LG,Y,Y,1
F,DDA9A3,DG-300,D-2735,D5,Y,Y,1
F,DDA9A4,LS-4,D-0841,MO,Y,Y,1
F,DDA9A6,HK36 Super Dimona,D-KOIS,IS,Y,Y,1
F,DDA9A9,DG-303,D-3882,,Y,Y,1
F,DDA9AA,ASK-23,D-8405,O2,Y,Y,1
F,DDA9AB,LS-6,F-CVTG,TG,Y,Y,1
F,DDA9AC,ASH-25 MI,Bird,FD,Y,Y,1
F,DDA9AF,DG-303,G-CLMY,I3,Y,Y,1
F,DDA9B2,ASW-20,D-7646,7x,Y,Y,1
F,DDA9B4,SZD-55,OE-5712,JH,Y,Y,1
F,DDA9B5,Ventus ct,G-CJFR,221,Y,Y,1
F,DDA9B6,ASK-21,G-DEKG,A15,Y,Y,1
F,DDA9B8,Mu 22,D-1848,AKA,Y,Y,1
F,DDA9B9,Nimbus 3DT,D-KMHF,EE,Y,Y,1
F,DDA9BB,Ka-6 cr,D-9075,75,Y,Y,1
F,DDA9BD,ASK-21,D-8403,,Y,Y,1
F,DDA9BE,LS-4,D-0115,3F,Y,Y,1
F,DDA9BF,HK36 Super Dimona,D-KGLW,,Y,Y,1
F,DDA9C1,ASK-21,D-1130,,Y,Y,1
F,DDA9C3,Ka-6 cr,D-8906,MA,Y,Y,1
F,DDA9C4,ASW-27,PH-1131,LR,Y,Y,1
F,DDA9C7,DG-100,D-5302,9H,Y,Y,1
F,DDA9C9,Libelle Std,OE-5656,,Y,Y,1
F,DDA9CA,SZD-24 Foka,D-9141,PAL,Y,Y,1
F,DDA9CB,ASK-13,OE-5083,13,Y,Y,1
F,DDA9CC,HPH 304C,D-8250,50,Y,Y,1
F,DDA9CE,Janus B,F-CHVU,VU,Y,Y,1
F,DDA9CF,LS-4,D-8251,,Y,Y,1
F,DDA9D0,ASW-24 E,D-KEIZ,FW,Y,Y,1
F,DDA9D2,DG-600 18M,D-KILE,BE2,Y,Y,1
F,DDA9D4,PA-25 Pawnee,SE-KEZ,EZ,Y,Y,2
F,DDA9D5,SF-25,D-KHEX,HEX,Y,Y,1
F,DDA9D8,Twin Astir II,D-2914,,Y,Y,1
F,DDA9DA,ASK-21,D-0735,M10,Y,Y,1
F,DDA9DB,A380,D-3451,,Y,Y,1
F,DDA9DC,Astir CS,D-4925,GS,Y,Y,1
F,DDA9DD,DG-400,G-KESS,,Y,Y,1
F,DDA9E0,Piccolo B,D-MNHG,,Y,Y,3
F,DDA9E1,LS-4,OO-YLP,LP,Y,Y,1
F,DDA9E2,LS-4,D-6649,49,Y,Y,1
F,DDA9E3,ASK-21,D-6235,UO,Y,Y,1
F,DDA9E5,SZD-51 Junior,OE-5743,,Y,Y,1
F,DDA9E6,DG-100,D-4734,WM,Y,Y,1
F,DDA9E9,Mini Nimbus,D-3195,BE,Y,Y,1
F,DDA9ED,Astir CS,D-4787,,Y,Y,1
F,DDA9EF,SZD-51 Junior,D-4857,,Y,Y,1
F,DDA9F2,Astir Jeans,OE-5182,FW,Y,Y,1
F,DDA9F3,ASH-25 MI,D-KBNG,NG,Y,Y,1
F,DDA9F5,DR-400,D-EHDR,DR,Y,Y,2
F,DDA9F7,Ka-8,D-1749,W5,Y,Y,1
F,DDA9F8,Ventus ct,PH-1486,WM,Y,Y,1
F,DDA9F9,LS-8 18,D-0032,FU,Y,Y,1
F,DDA9FB,Ventus 2cM,D-KTDM,DM,Y,Y,1
F,DDA9FC,LS-4,F-CPVF,VF,Y,Y,1
F,DDA9FD,SZD-55,D-4860,RD,Y,Y,1
F,DDAA02,Pegase,F-CGBH,BH,Y,Y,1
F,DDAA03,Twin Astir II,G-DEWG,EWG,Y,Y,1
F,DDAA04,PIK-20 E,D-KFKS,KS,Y,Y,1
F,DDAA07,ASK-21,D-5626,2N,Y,Y,1
F,DDAA09,SF-25,D-xxAZ,AZ,Y,Y,1
F,DDAA0A,Cirrus Std,D-6446,2S,Y,Y,1
F,DDAA0B,Duo Discus,D-9828,D2,Y,Y,1
F,DDAA0C,ASK-13,D-3982,82,Y,Y,1
F,DDAA0D,SF-27,OK-2772,RZ,Y,Y,1
F,DDAA0F,ASK-21,G-CJKZ,JKZ,Y,Y,1
O,DDAA11,ASW-28,GOSSINS,,Y,Y,1
F,DDAA14,ASH-25,F-CSVA,73,Y,Y,1
F,DDAA16,DG-400,ZS-SBU,,Y,Y,1
F,DDAA1B,,,,Y,N,1
F,DDAA1D,Libelle Club,D-8685,7G,Y,Y,1
F,DDAA1F,Twin Astir II,D-8697,,Y,Y,1
F,DDAA25,ASW-19,D-7660,TT,Y,Y,1
F,DDAA28,Discus t,F-CKLS,13,Y,Y,1
F,DDAA29,SZD-30 Pirat,D-7858,KN,Y,Y,1
F,DDAA2A,ASW-20,,844,Y,Y,1
F,DDAA2B,Duo Discus,G-DJAC,JAC,Y,Y,1
F,DDAA2C,SZD-50 Puchacz,D-4622,22,Y,Y,1
F,DDAA2D,Antares 20 E,D-KKDF,DF,Y,Y,1
F,DDAA31,Ventus,D-1016,IWO,Y,Y,1
F,DDAA33,Ka-8,D-0549,,Y,Y,1
F,DDAA3B,Ka-8,D-XX79,79,Y,Y,1
F,DDAA3D,PIK-20 D,D-9622,BK,Y,Y,1
F,DDAA40,LS-1 f,KP,KP,Y,Y,1
F,DDAA41,Ka-7,LY-BUD,,Y,Y,1
F,DDAA44,Other,W01,W01,Y,Y,1
F,DDAA46,,,,N,Y,1
F,DDAA4A,Astir CS,D-5744,GAK,Y,Y,1
F,DDAA4B,Kranich III,D-3205,05,Y,Y,1
F,DDAA4C,ASW-24,D-8414,,Y,Y,1
F,DDAA4E,SZD-22 Mucha Standard,OE-0534,WM2,Y,Y,1
F,DDAA4F,LS-4,D-0483,,Y,Y,1
F,DDAA50,DG-600,F-CIEA,,Y,Y,1
F,DDAA53,LS-1 d,F-CEHI,OR,Y,Y,1
F,DDAA54,DG-400,D-KJRX,RX,Y,Y,1
F,DDAA55,DG-800,D-KITS,TS,Y,Y,1
F,DDAA56,ASW-28,D-0128,28,Y,Y,1
F,DDAA59,ASK-21,F-CPVJ,TM,Y,Y,1
F,DDAA5A,Discus bT,PH1194,PW,Y,Y,1
F,DDAA5B,LS-1 f,D-8679,DK,Y,Y,1
F,DDAA5C,Ventus 2cxT,G-CKGC,64,Y,Y,1
F,DDAA5D,ASK-13,G-DEVP,,Y,Y,1
F,DDAA5E,ASK-21,G-CHYT,HYT,Y,Y,1
F,DDAA61,LS-4,G-CFYH,224,Y,Y,1
F,DDAA65,DG-300,SP-2132,L1,Y,Y,1
F,DDAA67,Duo Discus,D-2903,AF,Y,Y,1
F,DDAA69,ASW-20,D-2510,GO,Y,Y,1
F,DDAA6A,Glasflugel 304,D-5304,S8,Y,Y,1
F,DDAA6B,Janus CM,D-KKMM,CFM,Y,Y,1
F,DDAA6C,Mosquito,D-1623,GB,Y,Y,1
F,DDAA6D,Ka-4,D-8531,,Y,Y,1
F,DDAA6E,SZD-48-3 Jantar Std 3,SP-3228,,Y,Y,1
F,DDAA71,ASK-21,G-CJKK,A12,Y,Y,1
F,DDAA72,Discus t,P3,P3,Y,Y,1
F,DDAA73,LAK-19 T,G-CKMB,KMB,Y,Y,1
F,DDAA75,Duo Discus,D1377,LD,Y,Y,1
F,DDAA76,Discus,,823,Y,Y,1
F,DDAA79,Ka-6 cr,D-9005,,Y,Y,1
F,DDAA7A,ASK-23,D-4923,SB,Y,Y,1
F,DDAA7D,ASW-20,D-6913,BC,Y,Y,1
F,DDAA7E,Astir CS-77,D-2393,,Y,Y,1
F,DDAA7F,ASW-15,D-0418,RN,Y,Y,1
F,DDAA80,Twin Astir II,D-6905,,Y,Y,1
F,DDAA81,LS-6,G-CGCM,347,Y,Y,1
F,DDAA82,DG-1000 T,G-WYVN,12,Y,Y,1
F,DDAA84,ASK-21,G-CHYS,A14,Y,Y,1
F,DDAA85,ASW-27,G-CHYR,432,Y,Y,1
F,DDAA86,DG-400,G-BSOM,OM,Y,Y,1
F,DDAA87,Mini Nimbus,D-2881,81,Y,Y,1
F,DDAA89,ASK-21,D-XX89,,Y,Y,1
F,DDAA8C,Astir CS-77,D-7692,J2,Y,Y,1
F,DDAA8D,Astir Jeans,OK-0409,MK,Y,Y,1
F,DDAA91,SZD-50 Puchacz,D-3684,P84,Y,Y,1
F,DDAA94,Duo Discus,D-3331,1E,Y,Y,1
F,DDAA95,Libelle Club,D-2448,AJ,Y,Y,1
F,DDAA96,Discus,D-2785,,Y,Y,1
F,DDAA97,SZD-30 Pirat,D-7794,94,Y,Y,1
F,DDAA99,DG-200,D-2596,PU,Y,Y,1
F,DDAA9B,LS-7,D-8197,7F,Y,Y,1
F,DDAA9C,SZD-9 Bocian,D-3540,Boc,Y,Y,1
F,DDAA9D,ASW-15,OK-2361,TW,Y,Y,1
F,DDAA9F,SZD-50 Puchacz,D-3603,MF,Y,Y,1
F,DDAAA0,ASK-13,D-X948,48,Y,Y,1
F,DDAAA2,PIK-20 E,D-KPJP,,Y,Y,1
F,DDAAA3,DG-400,HB-2101,IF,Y,Y,1
F,DDAAA5,Cirrus Std,OK-1776,GO,Y,Y,1
F,DDAAA6,Libelle Std,OM-3256,J3,Y,Y,1
F,DDAAA9,Mistral C,D-5517,,Y,Y,1
F,DDAAAB,SZD-30 Pirat,D-6728,,Y,Y,1
F,DDAAAC,PA-18 Super Cub,HB-PLG,PLG,Y,Y,2
F,DDAAAE,ASW-15,OK-8225,7,Y,Y,1
F,DDAAB1,DG-300,D-8844,GO,Y,Y,1
F,DDAAB2,ASK-13,D-6822,GAB,Y,Y,1
F,DDAAB3,Twin Astir II,D-3566,X2,Y,Y,1
F,DDAAB4,Unknown,D-7014,,Y,Y,6
F,DDAAB5,ASK-13,D-6864,64,Y,Y,1
F,DDAAB6,Astir CS,D-7224,24,Y,Y,1
F,DDAAB9,Kestrel,D-2226,,Y,Y,1
F,DDAABB,ASK-13,D-2342,GAP,Y,Y,1
F,DDAABD,Ka-6 cr,D-5821,16,Y,Y,1
F,DDAAC2,ASK-21,D-1481,IT,Y,Y,1
F,DDAAC3,ASW-24,OK-7724,SM,Y,Y,1
F,DDAAC6,ASW-19,D-2716,PJ,Y,Y,1
F,DDAAC9,SZD-32 Foka 5,D-4254,,Y,Y,1
F,DDAACB,LS-1 d,OK-2717,CL,Y,Y,1
F,DDAACC,LS-4,D-5903,,Y,Y,1
F,DDAACE,LS-4,D-8175,96,Y,Y,1
F,DDAAD2,EuroFox,D-MSEF,,Y,Y,3
F,DDAAD3,ASW-20,D-4226,C7,Y,Y,1
F,DDAAD5,DG-500,D-5007,500,Y,Y,1
F,DDAAD7,ASW-19,D-2645,C6,Y,Y,1
F,DDAAD8,Discus,D-0016,MB,Y,Y,1
F,DDAAD9,ASK-21,D-7471,,Y,Y,1
F,DDAADA,LS-4,D-3391,,Y,Y,1
F,DDAADB,ASW-19,OK 7963,HK,Y,Y,1
F,DDAADC,DG-400,D-KECP,,Y,Y,1
F,DDAADD,Duo Discus t,D-KKFS,KKK,Y,Y,1
F,DDAADE,Std. Astir II,D-2917,HL,Y,Y,1
F,DDAADF,HK36 Super Dimona,D-KFZW,ZW,Y,Y,1
F,DDAAE0,Piccolo B,D-KKHB,HB,Y,Y,3
F,DDAAE2,LAK-17 AT,G-CKOI,170,Y,Y,1
F,DDAAE6,Astir CS,D-5881,81,Y,Y,1
F,DDAAE9,,,,N,Y,1
F,DDAAEA,Astir CS,D-4815,,Y,Y,1
F,DDAAED,Piper J-3 Cub,D-EBHV,HV,Y,Y,2
F,DDAAEE,Astir Club,G-CKGH,KGH,Y,Y,1
F,DDAAEF,Discus,G-JEM,572,Y,Y,1
F,DDAAF2,Ka-8,D-3202,,Y,Y,1
F,DDAAF3,Glasflugel 304,D-0107,1E,Y,Y,1
F,DDAAF5,ASK-13,D-2074,,Y,Y,1
F,DDAAF7,HK36 Super Dimona,D-KEIV,IV,Y,Y,1
F,DDAAF8,ASK-13,D-3201,,Y,Y,1
F,DDAAFA,Kestrel,D-2208,BY,Y,Y,1
F,DDAAFB,MS-893 Commodore,F-BSMB,MB,Y,Y,2
F,DDAAFC,DG-505,D-0575,BI,Y,Y,1
F,DDAAFE,LS-3,D-7907,,Y,Y,1
F,DDAAFF,DG-505,D-5829,ET,Y,Y,1
F,DDAB00,Janus B,D-5895,BL7,Y,Y,1
F,DDAB01,SZD-50 Puchacz,D-9301,,Y,Y,1
F,DDAB02,Ka-8,D-5609,,Y,Y,1
F,DDAB04,Astir CS-77,D-7626,26,Y,Y,1
F,DDAB07,Twin Astir II,EC-MZF,M9,Y,Y,1
F,DDAB0A,Astir Jeans,D-3891,2C,Y,Y,1
F,DDAB0C,Ka-6 e,D-4652,GF,Y,Y,1
F,DDAB0D,ASK-21,D-5427,FB,Y,Y,1
F,DDAB0E,Duo Discus,D-9999,MH,Y,Y,1
F,DDAB0F,Libelle Club,D-9451,C8,Y,Y,1
F,DDAB10,Discus 2,D-9096,RM,Y,Y,1
F,DDAB17,Piper PA-22 Tripacer,F-BJAK,,Y,Y,2
F,DDAB19,ASK-21,D-7135,,Y,Y,1
F,DDAB1C,Ka-8,D-7212,,Y,Y,1
F,DDAB21,LS-4,D-3669,,Y,Y,1
F,DDAB24,Cirrus Std,OK-5777,FF,Y,Y,1
F,DDAB26,Libelle Std,D-6020,20,Y,Y,1
F,DDAB28,Ka-6 e,D-0230,,Y,Y,1
F,DDAB29,Piccolo B,D-KAJT,JT,Y,Y,3
F,DDAB2C,Marianne,F-CGTH,TH,Y,Y,1
F,DDAB2D,ASK-13,G-DCHW,CHW,Y,Y,1
F,DDAB2F,SF-25,F-CVAT,,Y,Y,1
F,DDAB30,Cirrus Std,D 0364,HN,Y,Y,1
F,DDAB32,SZD-55,OE-5630,KE,Y,Y,1
F,DDAB33,Discus 2,D-4846,1K,Y,Y,1
F,DDAB34,Towplane,D-EBFY,FY,Y,Y,2
F,DDAB35,LAK-17 A,D-1578,JOU,Y,Y,1
F,DDAB38,Discus,D-1968,HF,Y,Y,1
F,DDAB39,SZD-30 Pirat,SP-2675,V,Y,Y,1
F,DDAB3C,Speed Astir II,D-7499,MY,Y,Y,1
F,DDAB3D,Unknown,D-MAPE,APE,Y,Y,6
F,DDAB3E,Ka-8,D-6124,,Y,Y,1
F,DDAB40,SZD-48-3 Jantar Std 3,HA-4470,24,Y,Y,1
F,DDAB42,ASK-21,D-0822,RY,Y,Y,1
F,DDAB43,Ka-8,D-4672,NX,Y,Y,1
F,DDAB45,Libelle Std,OE-5759,PS,Y,Y,1
F,DDAB47,SZD-48 Jantar Std 2,D-4085,FIL,Y,Y,1
F,DDAB49,ASK-13,D-3753,PA,Y,Y,1
F,DDAB4F,SZD-48-3 Jantar Std 3,LY-GHH,LY,Y,Y,1
F,DDAB50,Ka-8,D-5096,,Y,Y,1
F,DDAB51,DG-600,D-2664,IAY,Y,Y,1
F,DDAB53,Other,D-KILU,CD,Y,Y,1
F,DDAB55,LS-4,D-7752,52,Y,Y,1
F,DDAB56,ASW-19,OK-5712,O2,Y,Y,1
F,DDAB59,Duo Discus t,,SL,Y,Y,1
F,DDAB62,LS-4,SE-USI,SI,Y,Y,1
F,DDAB63,Pegase,F-CGHJ,E14,Y,Y,1
F,DDAB64,DG-1000,D-2371,B1,Y,Y,1
F,DDAB65,LS-6,D-4445,LS,Y,Y,1
F,DDAB68,Piper PA-17,4X-CSY,,Y,Y,2
F,DDAB69,ASK-18,D-1818,18,Y,Y,1
F,DDAB6B,DG-100,SP-3825,DG,Y,Y,1
F,DDAB6E,Duo Discus,D-9455,RGN,Y,Y,1
F,DDAB70,ASK-21,EC-BUC,L3,Y,Y,1
F,DDAB74,ASW-15,D-8665,AW,Y,Y,1
F,DDAB7A,ASK-21,D-8869,K69,Y,Y,1
F,DDAB7C,Kranich III,D-8506,,Y,Y,1
F,DDAB7E,PA-18 Super Cub,OO-VVF,VF,Y,Y,2
F,DDAB7F,Ultralight,D-MVEK,,Y,Y,3
F,DDAB80,SZD-50 Puchacz,OE-5443,D2,Y,Y,1
F,DDAB87,DG-500 M,D-KSPR,,Y,Y,1
F,DDAB88,Astir Jeans,OK-5129,2Y,Y,Y,1
F,DDAB89,Discus,D-8126,,Y,Y,1
F,DDAB8A,Ka-8,D-5042,,Y,Y,1
F,DDAB8B,ASW-20,D-KIKA,KA,Y,Y,1
F,DDAB8C,Grunau Baby,D-4078,,Y,Y,1
F,DDAB8D,DG-808 B,D-KHUB,UB,Y,Y,1
F,DDAB93,Astir Jeans,D-7635,35,Y,Y,1
F,DDAB94,ASK-13,D-0707,,Y,Y,1
F,DDAB96,LS-1 f,D-5887,W2,Y,Y,1
F,DDAB98,Ka-6 cr,D-8409,,Y,Y,1
F,DDAB9B,DG-200,D-6218,JJ,Y,Y,1
F,DDAB9C,ASH-26 E,D-KKMK,MK,Y,Y,1
F,DDAB9D,Astir Jeans,D-7512,7S,Y,Y,1
F,DDAB9F,Ka-7,D-5303,HS,Y,Y,1
F,DDABA3,Duo Discus t,F-CYGB,GB,Y,Y,1
F,DDABA4,Ka-6 e,D-0059,OW,Y,Y,1
F,DDABA5,Twin Astir II,D-4281,,Y,Y,1
F,DDABA8,ASW-15,D-0747,AP,Y,Y,1
F,DDABAA,ASW-15,D-2117,Y5,Y,Y,1
F,DDABAB,DG-300,D-3838,MW,Y,Y,1
F,DDABAD,ASK-13,D-0080,80,Y,Y,1
F,DDABAF,DG-300,D-6309,,Y,Y,1
F,DDABB0,Towplane,OO-NTB,NTB,Y,Y,2
F,DDABB1,LS-8,OO-YJH,JH,Y,Y,1
F,DDABB2,LS-3,D-2126,C1,Y,Y,1
F,DDABB3,Discus,D-7967,,Y,Y,1
F,DDABB8,ASK-21,D-1258,,Y,Y,1
F,DDABB9,LS-4,D-3489,E3,Y,Y,1
F,DDABBD,Discus,F-CNRM,ES,Y,Y,1
F,DDABBE,Janus B,F-CFAZ,FAZ,Y,Y,1
F,DDABBF,Twin Astir III,F-CGXG,XG,Y,Y,1
F,DDABC0,Astir Jeans,D-4830,,Y,Y,1
F,DDABC1,DG-400,D-KFDH,,Y,Y,1
F,DDABC3,DG-800,D-KHSU,,Y,Y,1
I,DDABC4,Unknown,D-ELWD,,Y,Y,6
F,DDABC5,Ka-8,D-2362,,Y,Y,1
F,DDABC6,Libelle Std,D-9251,,Y,Y,1
F,DDABCB,ASK-23,D-3054,,Y,Y,1
F,DDABCC,ASW-20,LV-EKL,QQ,Y,Y,1
F,DDABCD,ASW-19,SP-3860,PA,Y,Y,1
F,DDABCE,HK36 Super Dimona,OE-9499,,Y,Y,1
F,DDABD0,DG-200,G-CHBD,HBD,Y,Y,1
F,DDABD2,ASW-22,F-CPHL,HL,Y,Y,1
F,DDABD4,Ka-8,D-0871,,Y,Y,1
F,DDABD5,Discus,D-4149,61,Y,Y,1
F,DDABD7,Elfe S4,F-CFOG,OG,Y,Y,1
F,DDABD8,ASK-21,D-8462,,Y,Y,1
F,DDABD9,SZD-50 Puchacz,D-5612,,Y,Y,1
F,DDABDA,DG-100,OE-5361,W2,Y,Y,1
F,DDABDB,ASK-21,D-2408,,Y,Y,1
F,DDABDE,ASK-21,OE-5662,HH,Y,Y,1
F,DDABDF,LS-8a,D-1871,MH,Y,Y,1
F,DDABE1,LS-4,D-1597,WP,Y,Y,1
F,DDABE2,ASK-13,D-2326,26,Y,Y,1
F,DDABE5,LS-4,D-0573,FO,Y,Y,1
F,DDABE9,LS-4,D-7950,,Y,Y,1
F,DDABED,LAK-17 A,F-CNOU,POF,Y,Y,1
F,DDABEE,Alliance 34,F-CJBO,S12,Y,Y,1
F,DDABEF,ASK-21,D-6556,,Y,Y,1
F,DDABF0,ASK-21,D-2488,BD,Y,Y,1
F,DDABF3,Astir CS,G-CJRM,JRM,Y,Y,1
F,DDABF7,ASW-24,G-CJXT,CT,Y,Y,1
F,DDABF9,Duo Discus t,G-DDJF,JF,Y,Y,1
F,DDABFA,Slingsby T34 Sky,,G46,Y,Y,1
F,DDABFB,ASK-21,D-3372,SB,Y,Y,1
F,DDABFF,ASK-21,D-1650,,Y,Y,1
F,DDAC00,LS-4 W,N101FH,T,Y,Y,1
F,DDAC01,Ka-6 e,OE-0860,EF7,Y,Y,1
F,DDAC02,ASK-21,D-1402,,Y,Y,1
F,DDAC03,Janus A,F-CEPE,PE,Y,Y,1
F,DDAC06,ASK-13,D-6879,79,Y,Y,1
F,DDAC07,ASK-21,D-5923,,Y,Y,1
F,DDAC08,DG-200,D-0425,HH,Y,Y,1
F,DDAC0B,,,,N,N,2
F,DDAC0C,LS-4,D-6930,W,Y,Y,1
F,DDAC0D,Ka-6 cr,D-1769,69,Y,Y,1
F,DDAC0E,Ultralight,DMRHY,,Y,Y,3
F,DDAC10,Std. Astir III,D-6264,64,Y,Y,1
F,DDAC13,A60 Fauconnet,TOTO-05,,Y,Y,1
F,DDAC15,LS-3,D-7885,OP,Y,Y,1
F,DDAC18,Discus,F-CHHS,R6,Y,Y,1
F,DDAC19,Pegase,F-CGFC,217,Y,Y,1
F,DDAC1A,Twin Astir II,F-CFHK,T36,Y,Y,1
F,DDAC1B,Duo Discus,D-1557,,Y,Y,1
F,DDAC1C,LS-8 18,F-CIEG,CC,Y,Y,1
F,DDAC1D,Jodel D120,F-THOM,120,Y,Y,2
F,DDAC1E,Mosquito,F-CELL,,Y,Y,1
F,DDAC22,ASK-21,OE-5281,81,Y,Y,1
F,DDAC25,SHK-1,,AR1,Y,Y,1
F,DDAC28,Libelle Std,OE-5014,TO,Y,Y,1
F,DDAC2B,ASK-23,D-1423,X9,Y,Y,1
F,DDAC2C,Pegase,F-CHUA,UA,Y,Y,1
F,DDAC2D,LS-4,F-CHOU,PI,Y,Y,1
F,DDAC35,ASK-13,D-4632,32,Y,Y,1
F,DDAC36,Astir CS,D-7326,UJ,Y,Y,1
F,DDAC37,ASW-24,D-1584,24,Y,Y,1
F,DDAC39,Pegase,F-CGEM,EM,Y,Y,1
F,DDAC3A,ASK-13,52,52,Y,Y,1
F,DDAC3C,MDM-1 Fox,D-9690,FOX,Y,Y,1
F,DDAC3D,Ka-8,OE-5752,,Y,Y,1
F,DDAC3E,SF-34,D-4233,DY,Y,Y,1
F,DDAC41,HPH 304S Shark,O-88,,Y,Y,1
F,DDAC42,SZD-51 Junior,D-3239,F2,Y,Y,1
F,DDAC45,Kestrel,D 5066,EW,Y,Y,1
F,DDAC46,DG-303,D-5647,DAN,Y,Y,1
F,DDAC4C,LS-4,D-5588,,Y,Y,1
F,DDAC4E,Twin Astir III,D-4419,19,Y,Y,1
F,DDAC4F,Sinus,F-JEEX,Ex,Y,Y,1
F,DDAC50,DG-800,D-KEEN,M2,Y,Y,1
F,DDAC54,Discus,D-4973,KHB,Y,Y,1
F,DDAC56,Pilatus B4,D-7799,,Y,Y,1
F,DDAC5A,LS-4,D-0119,C2,Y,Y,1
F,DDAC5B,ASW-19,D-6513,BB,Y,Y,1
F,DDAC5D,Astir CS,D-4268,,Y,Y,1
F,DDAC5E,HK36 Super Dimona,D-KSBD,BD,Y,Y,1
F,DDAC67,LS-4 W,G-CJJB,615,Y,Y,1
F,DDAC68,DR-400,F-GEIL,IL,Y,Y,2
F,DDAC6B,ASK-13,F-CECK,SCK,Y,Y,1
F,DDAC6C,LS-6 18,F-CATT,TT,Y,Y,1
F,DDAC6D,Alliance 34,F-CIHQ,,Y,Y,1
F,DDAC70,ASW-19,OK-3761,FR,Y,Y,1
F,DDAC72,LS-4,SP-4244,GW,Y,Y,1
F,DDAC73,Experimental,D-X006,06,Y,Y,1
F,DDAC74,Unknown,D-KECU,CU,Y,Y,6
F,DDAC76,DG-500,F-CINQ,F5,Y,Y,1
F,DDAC78,Libelle Std,OK-2442,442,Y,Y,1
F,DDAC79,SZD-30 Pirat,D-2780,80,Y,Y,1
F,DDAC7A,LS-4,D-5168,B2,Y,Y,1
F,DDAC7C,Twin Astir II,D-3567,LT,Y,Y,1
F,DDAC7D,Hornet,D-7821,PK,Y,Y,1
F,DDAC80,RF 9,F-CAHJ,,Y,Y,1
F,DDAC81,ASW-19,D-0962,H2,Y,Y,1
F,DDAC85,RF 5 b,D-KOGO,GO,Y,Y,1
F,DDAC86,ASW-15,D-2183,,Y,Y,1
F,DDAC87,Banjo,D-NJPO,,Y,Y,1
F,DDAC88,ASK-13,D-8984,,Y,Y,1
F,DDAC89,LS-4 W,D-5754,TL,Y,Y,1
F,DDAC8B,ASW-19,D-7546,,Y,Y,1
F,DDAC8C,Duo Discus,F-CHTQ,TQ,Y,Y,1
F,DDAC8D,Marianne,F-CGTG,TG,Y,Y,1
F,DDAC8E,Twin Astir II,F-CFYK,T91,Y,Y,1
F,DDAC90,DG-500,G-CLSL,LSL,Y,Y,1
F,DDAC91,Ventus 2cxT,D-KIRI,OG,Y,Y,1
F,DDAC93,ASK-13,D-0239,,Y,Y,1
F,DDAC96,EuroFox,G-CMAX,MAX,Y,Y,3
F,DDAC99,Cirrus Std,F-CDOV,ED,Y,Y,1
F,DDAC9C,ASW-20,D-6807,1R,Y,Y,1
F,DDAC9E,ASW-20,D-4827,,Y,Y,1
F,DDAC9F,LS-4,D-2258,IHG,Y,Y,1
F,DDACA0,Grob G109,OH-653,653,Y,Y,1
F,DDACA2,DG-400,D-KOBE,A1,Y,Y,1
F,DDACA4,Pegase,F-CGET,ET,Y,Y,1
F,DDACA9,Discus,D-5057,UB,Y,Y,1
F,DDACAC,ASK-13,D-4534,,Y,Y,1
F,DDACAF,DG-505,G-CEYC,ED6,Y,Y,1
F,DDACB0,ASK-21,D-9723,23,Y,Y,1
F,DDACB4,LS-4,F-CFZM,V43,Y,Y,1
F,DDACB5,LS-6 18,D-6216,TZ,Y,Y,1
F,DDACB6,Pegase,F-CGON,BL,Y,Y,1
F,DDACB7,ASW-24,F-CGKO,KO,Y,Y,1
F,DDACB8,ASK-21,D-4491,,Y,Y,1
F,DDACBA,Discus,D-9396,,Y,Y,1
F,DDACBC,LS-4,D-0441,RC,Y,Y,1
F,DDACBD,LS-1 c,D-0519,BZ,Y,Y,1
F,DDACBE,Grob G109,D-KJUL,,Y,Y,1
F,DDACC0,Astir CS,D-7440,1T,Y,Y,1
F,DDACC2,ASW-15,D-2386,,Y,Y,1
F,DDACC5,ASK-13,D-4483,,Y,Y,1
F,DDACC7,Twin Astir II,D-6908,08,Y,Y,1
F,DDACCA,Discus,D-5770,RF,Y,Y,1
F,DDACCD,LS-1 d,,AX,Y,Y,1
F,DDACCE,Astir Club,D-6627,,Y,Y,1
F,DDACD0,ASK-21,D-1473,SH,Y,Y,1
F,DDACD2,ASK-21,D9065,65,Y,Y,1
F,DDACD4, FK 9 Mark VI,D-MWES,,Y,Y,3
F,DDACD9,DG-100,OE-5270,W3,Y,Y,1
F,DDACDA,SZD-41 Jantar Std,SP-3709,MG,Y,Y,1
F,DDACDC,Bellanca Citabria,S5-DPO,PO,Y,Y,2
