#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED,COUNTRY
F,DF0CB8,JS1,VH-UKG,KG,Y,Y,Australia
F,DDAAEE,Grob Astir CS Club,G-CKGH,KGH,Y,Y,United Kingdom
I,404F6D,Ventus 2cT,G-CKGL,KGL,Y,Y,United Kingdom
I,405E59,Glider,G-CKGM,KGM,Y,Y,United Kingdom
F,DD4FAE,Pegase,G-CKGM,KGM,Y,Y,United Kingdom
I,7E1C33,Nimbus 2,HA-4033,KGY,Y,Y,Hungary
F,DDE7E8,NIMBUS 2,HA-4033,KGY,Y,Y,Hungary
F,ACBCDC,LS8-18,N92LS,KH,Y,Y,United States
F,DF0FD6,Ka-6,D-6380,KH,Y,Y,Germany
F,DDFD7D,LS-4,D-7804,KH,Y,Y,Germany
F,3E7763,Discus 2T,D-KKKH,KH,Y,Y,Germany
F,DD9316,DG-300,OE-5471,KH,Y,Y,Austria
I,406CFF,Eurofox 914,G-CIKH,KH,Y,Y,United Kingdom
F,DDAC54,Discus b,D-4973,KHB,Y,Y,Germany
F,DDE22E,DG-505,G-CKHC,KHC,Y,Y,United Kingdom
F,405019,Duo Discus T,G-CKHK,KHK,Y,Y,United Kingdom
F,DF0198,Ventus cM,C-GKHR,KHR,N,Y,Canada
I,4050C9,Junior,G-CKHR,KHR,Y,Y,United Kingdom
I,40592A,DG100,G-CKHV,KHV,Y,Y,United Kingdom
I,C01B36,SZD-54-2 Perkoz,C-FKHX,KHX,Y,Y,Canada
F,DF0A28,Janus A,D-3785,KI,Y,Y,Germany
I,4B4E44,DG-808 C,HB-2461,KI,N,Y,Switzerland
F,DDE435,ventus 2,D-0417,KI,Y,Y,Germany
F,3EC498,Arcus M,D-KPKI,KI,Y,Y,Germany
I,3E6143,DG-808 C,D-KCAL,KI,Y,Y,Germany
F,3E6F78,Piccolo B,D-KHKI,KI,Y,Y,Germany
F,DDDC4B,MS-894,F-HAKI,KI,Y,Y,France
F,DDE2B8,ASK-21,OY-XKI,KI,N,Y,Denmark
I,45E169,ASK-21,OY-XKI,KI,Y,Y,Denmark
F,3E5FA0,Arcus M,D-KBKI,KI,Y,Y,Germany
F,484B17,ASK-21,PH-1097,KIM,Y,Y,Netherlands
I,3E728D,SF25C,D-KIOR,KIOR,Y,Y,Germany
I,C05FF1,ASK-21,C-GKIQ,KIQ,Y,Y,Canada
I,471B48,Maule MX-7-235,HA-KIQ,KIQ,Y,Y,Hungary
I,3EEB9F,LS 3 WL,D-2824,KJ,Y,Y,Germany
F,DDE7F5,Motorglider,F-JXKJ,KJ,Y,Y,France
F,DF00AB,DG800S,N800KJ,KJ,Y,Y,United States
F,DF0456,Std Libelle,D-0410,KJ,Y,Y,Germany
I,3E5FA1,ASH 26E,D-KBKJ,KJ,Y,Y,Germany
I,485F00,ASK 21B,PH-1637,KJ,Y,Y,Netherlands
F,DDB6E4,Hornet,VH-GKJ,KJ,Y,Y,Australia
I,C05D7A,PW-5,C-GJKJ,KJ,Y,Y,Canada
F,DDDBCE,Ka6 BR,OO-ZKJ,KJ,Y,Y,Belgium
F,DF033A,PW-5,C-GJKJ,KJ,N,Y,Canada
F,D01EFB,Arcus M,OY-XKJ,KJ,Y,Y,Denmark
F,DDE393,Ventus bT,G-CKJB,KJB,Y,Y,United Kingdom
I,DDF099,LAK17 AT,D-KMOT,KK,N,Y,Germany
F,DDDFEE,LS6c15/18,D-7748,KK,Y,Y,Germany
F,DDDD46,Ventus 2ct,D-KCHS,KK,Y,Y,Germany
I,3FF1F9,Pioneer 200,D-MHKK,KK,Y,Y,Germany
I,4B4C40,Ventus c,HB-1945,KK,Y,Y,Switzerland
F,DDD351,Pegase 90,F-CHKK,KK,Y,Y,France
F,DF014C,DG-1000S,N56KK,KK,Y,Y,United States
F,DDD805,Grob Astir CS-77,OO-YQR,KK,Y,Y,Belgium
I,382D4A,D140,F-BLKK,KK,N,Y,France
F,DDEA44,Antares 18 T,D-KPKK,KK,Y,Y,Germany
F,3E6CD6,Arcus-M,D-KGKK,KK,Y,Y,Germany
F,DDAADD,Duo Discus t,D-KKFS,KK,Y,Y,Germany
F,DD876F,Kestrel,D-0958,KK,Y,Y,Germany
I,A32B62,DG 303,N303KK,KK,Y,Y,United States
F,DD8D67,Pegase,G-CKKB,KKB,N,Y,United Kingdom
I,DDFE97,GLIDER,G-CKKC,KKC,Y,Y,United Kingdom
I,C81D97,TL-3000 Sirius,ZK-KKQ,KKQ,Y,Y,New Zealand
F,DD5143,Discus,G-CHHP,KL,Y,Y,United Kingdom
F,DD50FF,LS8-18,F-CHML,KL,Y,Y,France
F,AAF1A5,ASK 21,N804KL,KL,Y,Y,United States
F,DDA935,LS1-d,D-0781,KL,Y,Y,Germany
F,DDBAF7,Glasflügel 304,D-8948,KL,Y,Y,Germany
F,DDB566,ASW-22 E,D-KKKL,KL,N,Y,Germany
F,D00553,Duo Discus T,D-KFKL,KL,Y,Y,Germany
I,3E6A33,DuoDiscus T,D-KFKL,KL,Y,Y,Germany
F,D02C02,Ventus 2cM,D-KLSE,KL,Y,Y,Germany
I,485DD7,ASW-27B,PH-1631,KL,Y,Y,Netherlands
F,DDC26D,Robin DR 400/180 R,D-EHKL,KL,Y,Y,Germany
F,DDD57E,ASK-13,G-CKLA,KLA,Y,Y,United Kingdom
I,4AAD82,PA-25 Pawnee,SE-KLB,KLB,Y,Y,Sweden
F,DDE5CD,PA-25,SE-KLB,KLB,Y,Y,Sweden
I,C06037,G 102 Astir CS,C-GKLI,KLI,Y,Y,Canada
I,40500C,LS-4,G-CKLS,KLS,Y,Y,United Kingdom
F,DDA886,ASK-21,G-CKLW,KLW,Y,Y,United Kingdom
F,DDEBCE,ASG 29es,G-XLII,KM,Y,Y,United Kingdom
F,DD8A4D,LS6c,EC-GFD,KM,Y,Y,Spain
F,DD868A,Std. Libelle 201b,D-3535,KM,Y,Y,Germany
F,DDC2B5,ASW 28,F-CPKM,KM,Y,Y,France
I,3E74F2,ASH-26 E,D-KBKM,KM,Y,Y,Germany
I,C04EFE,PIK-20 B,C-GDXT,KM,Y,Y,Canada
I,3E5FA4,ASH 26E,D-KBKM,KM,Y,Y,Germany
F,DDA48C,ASW-24,D-KMKM,KM,N,Y,Germany
F,D01CB1,DG-600M 18,D-KTKM,KM,Y,Y,Germany
I,A36576,Ventus 3F,N318KM,KM,Y,Y,United States
F,3E5D00,DG 1000T,D-KAKM,KM,Y,Y,Germany
I,39A5DB,ASW 28,F-CPKM,KM,Y,Y,France
F,DDEC8F,Taurus,OY-9453,KM,Y,Y,Denmark
F,DF2451,ASG29,G-XLII,KM,Y,Y,United Kingdom
I,C08275,SZD 59 Acro,C-GXKM,KM,Y,Y,Canada
I,3EEAE0,ASH-25,2633,KM,Y,Y,Unknown
I,485222,LS-3,PH-1567,KM,Y,Y,Netherlands
F,DF2534,ASG29,G-XLII,KM,Y,Y,United Kingdom
F,DF11BB,DG 300 WL,OE-5736,KM,Y,Y,Austria
I,404E98,LS-8 st 18,G-CKMA,KMA,Y,Y,United Kingdom
F,D00DE9,Lak19t,G-CKMB,KMB,Y,Y,United Kingdom
F,DDAA73,LAK-19 T,G-CKMB,KMB,N,Y,United Kingdom
F,DD17F7,Pegase,G-CKMF,KMF,Y,Y,United Kingdom
I,4B1BA5,P208,HB-KMF,KMF,N,Y,Switzerland
F,D0286D,Grob Twin Acro,G-CKMT,KMT,Y,Y,United Kingdom
I,44020F,Beech Bonanza F33A,OE-KMX,KMX,Y,Y,Austria
I,4B1BB8,Husky A-1B,HB-KMY,KMY,Y,Y,Switzerland
I,D0193A,LS 3a,D-6938,KN,Y,Y,Germany
I,486197,LS4-a,PH-1647,KN,Y,Y,Netherlands
F,DDC094,K 8,SE-TKN,KN,Y,Y,Sweden
F,DF27C8,LS8-18,D-3759,KN,Y,Y,Germany
F,3ED8D8,DG808C,D-KXBS,KN2,Y,Y,Germany
F,DDE672,DG-1000 T,G-CKND,KND,N,Y,United Kingdom
F,DF1187,Let L-33 Solo,C-GKNG,KNG,Y,Y,Canada
F,C06069,Let L-33 Solo,C-GKNG,KNG,Y,Y,Canada
F,404FAA,DG500,G-CKNK,KNK,Y,Y,United Kingdom
F,DD51CC,ASK-21,G-CKNL,KNL,Y,Y,United Kingdom
I,3E77C8,Discus 2ct,D-KKOE,KO,Y,Y,Germany
F,D02CCA,ASW20C,VH-GKO,KO,Y,Y,Australia
I,7C1FD6,ASW20C,VH-GKO,KO,Y,Y,Australia
F,D01F72,Jonkers Js 3 Res,D-KOXX,KO,Y,Y,Germany
I,3E64EE,Ventus 3M,D-KDKO,KO,Y,Y,Germany
F,DD85CD,DG1000T,G-CKOH,KOH,Y,Y,United Kingdom
I,4AADF2,P28A-181,SE-KOR,KOR,Y,Y,Sweden
I,405133,DG505,G-CKOW,KOW,Y,Y,United Kingdom
I,4B1BED,Tecnam P-2002-JF,HB-KOZ,KOZ,Y,Y,Switzerland
F,C062C8,Kestrel,G-LKP,KP,Y,Y,United Kingdom
I,A4D2B6,Grob Twin Astir III,N41KP,KP,N,Y,United States
I,3FF8AB,C42b,D-MNKP,KP,Y,Y,Germany
I,C81943,LS-4,ZK-GKP,KP,Y,Y,New Zealand
F,DDEAFB,ASW-20CLj,PH-737,KP,Y,Y,Netherlands
I,7C1FD7,PW-5,VH-GKP,KP,Y,Y,Australia
F,D0244D,ASW 20 BL Top,D-KVIO,KP,Y,Y,Germany
F,DDDB34,Mini Nimbus B,G-CKPV,KP,Y,Y,United Kingdom
F,405169,DG-500 glider,G-SORA,KPC,Y,Y,United Kingdom
F,DDBC70,Duo Discus,G-CKPE,KPE,Y,Y,United Kingdom
F,DDDE13,Duo Discus xt,D-KKPG,KPG,N,Y,Germany
I,4051A7,Discus-2cT,G-CKPG,KPG,Y,Y,United Kingdom
F,DDEF9B,Duo-Discus xlt,D-KKPG,KPG,Y,Y,Germany
F,130610,Duo Discus,D-KKPG,KPK,N,Y,Germany
I,C01BFE,SGS 1-26,C-FKPP,KPP,Y,Y,Canada
F,DE04E8,SGS 1-26,C-FKPP,KPP,N,Y,Canada
I,405273,ASK21,G-CKPP,KPP,Y,Y,United Kingdom
I,A1934D,DG-200,N200PE,KQ,Y,Y,United States
F,DDD2B3,Grob Astir CS,D-7442,KQ,N,Y,Germany
F,DF26D0,Astir CS,D-7442,KQ,Y,Y,Germany
F,DDDF93,ASH-26 E,D-KEMW,KR,Y,Y,Germany
F,DD01FC,HK36 Super Dimona,D-KDKR,KR,Y,Y,Germany
I,3E64F1,HK36 Super Dimona,D-KDKR,KR,Y,Y,Germany
I,485BF4,LAK-17B FES,PH-1620,KR,Y,Y,Netherlands
F,DD9F8D,Kranich III,D-8543,KR,Y,Y,Germany
F,DDA556,ASH-26 E,D-KEMW,KR,Y,Y,Germany
F,D00560,Ventus,LV-ENP,KR,Y,Y,Argentina
F,DD9B70,"Ventus b 16,6",D-4061,KR,Y,Y,Germany
I,C80EDB,Mini Nimbus,ZK-GKR,KR,N,Y,New Zealand
F,DD8615,Std. Cirrus,D-3272,KR,Y,Y,Germany
F,DDAB7C,Kranich III,D-8506,KR3,Y,Y,Germany
F,DDC3B5,SF-25,D-KARA,KRA,Y,Y,Germany
I,4052F7,ASK-13,G-CKRB,KRB,Y,Y,United Kingdom
F,DDBD90,ASW-28t,G-CKRC,KRC,Y,Y,United Kingdom
I,440761,Cessna 172,OE-KRE,KRE,Y,Y,Austria
I,3E7820,Duo Discus xlt,D-KKRO,KRO,Y,Y,Germany
I,4059A4,ASW-15B,G-CKRR,KRR,Y,Y,United Kingdom
F,4059D3,PW-6,G-CKRU,KRU,Y,Y,United Kingdom
F,4059D2,PW-6,G-CKRX,KRX,Y,Y,United Kingdom
I,C01C4F,Phoebus,C-FKSS,KS,N,Y,Canada
I,AA78D5,ASK-21,N774KS,KS,N,Y,United States
F,D00956,Kestrel 401,OE-5687,KS,Y,Y,Austria
I,3EEB0D,LS-8a,D-2678,KS,Y,Y,Germany
F,3F0309,LS 8,D-8818,KS,Y,Y,Germany
F,AD11D1,Discus B,N941KS,KS,Y,Y,United States
F,DDA70A,Ka-8,D-8529,KS,Y,Y,Germany
F,DDE98D,ASH-26 E,OY-KXS,KS,N,Y,Denmark
I,4078BB,Ventus 2cxT,G-KADS,KS,Y,Y,United Kingdom
F,D00E7F,ASG 29es,D-KLPA,KS,Y,Y,Germany
I,A0F047,ASW-27,N16KS,KS,N,Y,United States
I,3EF692,ASW27,D-5627,KS,Y,Y,Germany
F,DDC1BE,Taurus,F-JAQP,KS,Y,Y,France
F,DDED9A,ASW-22 E,KBKS,KS,N,Y,Unknown
I,7CFC38,Ground Station,D-ITTO,KSC,Y,Y,Germany
I,405DC1,ASW15b,G-CKSL,KSL,Y,Y,United Kingdom
F,DDD436,Duo Discus XLT,G-CKSM,KSM,Y,Y,United Kingdom
I,44044B,Piper PA-28-161,OE-KSM,KSM,Y,Y,Austria
F,DF08C4,ASG-29E,D-KBBT,KT,Y,Y,Germany
F,DDF961,DG-400,D-KIKT,KT,Y,Y,Germany
F,DF01F8,ASH-26 E,C-GNKT,KT,Y,Y,Canada
F,DDD9AF,Glider,D-5989,KT,Y,Y,Germany
F,DDC456,Discus 2cT,D-KDKT,KT,Y,Y,Germany
F,DDADF8,Discus CS,D-3702,KT,Y,Y,Germany
F,DDAE26,Pegase,F-CHKT,KT,N,Y,France
I,A2A516,ASW-27,N27KT,KT,N,Y,United States
I,C80862,Mosquito,ZK-GKT,KT,Y,Y,New Zealand
F,DDDE58,DG-800,HB-2346,KT,N,Y,Switzerland
F,DD9DC6,Discus 2cT,D-KBBT,KT,Y,Y,Germany
I,3F05B0,Std. Cirrus,D-9497,KT,Y,Y,Germany
F,DDABBC,Pegase,F-CHKU,KU,N,Y,France
I,3937DB,Glider,F-CHKU,KU,Y,Y,France
F,DDAE27,Towplane,F-BRKU,KU,N,Y,France
I,3D0DAC,PA-28,D-EDKU,KU,Y,Y,Germany
I,4038D5,Motorglider,G-BVKU,KU,Y,Y,United Kingdom
I,4408DA,Robin DR 400,OE-KUB,KUB,Y,Y,Austria
F,3D211F,Luscombe 8F,D-EKUH,KUH,Y,Y,Germany
F,DDA53A,Duo Discus,D-0485,KUH,N,Y,Germany
I,4402BD,Robin DR400-180R,OE-KUM,KUM,Y,Y,Austria
F,DDFE52,SF-25,D-KIER,KURT,Y,Y,Germany
F,DDDCE7,ASH-25,F-CGKV,KV,Y,Y,France
F,DDD9FF,Discus,D-4066,KV,N,Y,Germany
F,DD4F99,TWIN 2,F-CHKV,KV,Y,Y,France
F,DDD237,Ventus 2ct,OY-XSO,KV,Y,Y,Denmark
I,4866A2,ASW28B,PH-1695,KV,Y,Y,Netherlands
F,3E7772,Ventus 2CT,D-KKKW,KW,Y,Y,Germany
I,A73467,Standard Cirrus,N-5630,KW,Y,Y,United States
F,D01CAB,Glasflugel Mosquito,VH-GKW,KW,Y,Y,Australia
F,DDBEC1,Ventus ct,D-KHEM,KW,N,Y,Germany
F,DDEF0B,Duo Discus xT,D-KWKS,KW,Y,Y,Germany
F,DDEBEC,ASH-25,HB-2172,KW,Y,Y,Switzerland
F,49C03F,ASW20,OY-XKW,KW,Y,Y,Denmark
F,DDF002,ASH-25,HB-2172,KW,Y,Y,Switzerland
F,3E5D0A,Glider,D-KAKW,KW,Y,Y,Germany
F,7CAD9E,LAK 17B-FES,VH-8KW,KW,Y,Y,Australia
F,D009AE,Ventus 3M,D-KAKW,KW,Y,Y,Germany
F,3ED61B,AS34Me,D-KWAT,KWAT,Y,Y,Germany
I,3E789C,Ventus 3M,D-KKWI,KWI,Y,Y,Germany
F,3ED6E7,Arcus M-20,D-KWIP,KWI,Y,Y,Germany
I,3ECF2E,Ventus 2CXM,D-KTKO,KWI,Y,Y,Germany
F,DDED92,LS7 WL,D-8208,KWI,Y,Y,Germany
F,DD8424,LS7,D-8208,KWI,Y,Y,Germany
I,44027E,DA40,OE-KWR,KWR,Y,Y,Austria
F,D0027B,Ventus 2bx,OH-933,KX,Y,Y,Unknown
F,DDDA10,Pegase,F-CHKX,KX,Y,Y,France
F,D0147D,DG 808C,D-KXXK,KX,Y,Y,Germany
F,DDA535,Grob Astir CS-77,OO-ZKX,KX,Y,Y,Belgium
F,DF0206,ASW-20,C-GRKX,KX,Y,Y,Canada
I,45E178,LS-4,OY-XKX,KX,Y,Y,Denmark
F,D006CA,ASW-20L,D-2650,KX,Y,Y,Germany
I,C06170,Towplane,C-GKXJ,KXJ,Y,Y,Canada
I,A2A4C0,Schempp-Hirth Discus 2cT,N27GG,KY,Y,Y,United States
F,D00AC2,Discus bT,G-CJCK,KY,Y,Y,United Kingdom
F,DF2281,LS 1-f,D-8669,KY,Y,Y,Germany
F,DDB779,ASW-20,VH-KYF,KYF,Y,Y,Australia
F,DDB352,Grob Jeans Astir,VH-KYT,KYT,Y,Y,Australia
I,7C3615,SZD-42 Jantar 2/2b,VH-KYV,KYV,Y,Y,Australia
F,DDB39E,Astir CS,VH-KYY,KYY,Y,Y,Australia
F,DDF12D,JS3 Rapture,VH-GKZ,KZ,Y,Y,Australia
F,DD9397,DG-100,SP-4051,KZ,Y,Y,Poland
F,DDDFB6,Duo Discus xt,D-KZPG,KZP,N,Y,Germany
I,DDD326,K8,D-5478,Ka,Y,Y,Germany
I,DDE01C,Ka 6 CR,D-4022,L 9,Y,Y,Germany
F,406711,LS8ST,G-LYPH,L1,Y,Y,United Kingdom
I,465A78,ASW-20,OH-680,L1,Y,Y,Unknown
F,DDA631,LS4,D-3582,L1,Y,Y,Germany
F,DD9C8E,Cirrus Std,OK-0595,L1,Y,Y,Czech Republic
F,DDC3E0,PIK-20 B,D-2006,L1,Y,Y,Germany
F,DDA85A,Discus 2,D-3450,L1,N,Y,Germany
F,D01047,DG400,G-BNXL,L11,Y,Y,United Kingdom
F,DDD33A,LS-1,F-CDVN,L16,Y,Y,France
F,DDEB37,LAK17B FES,G-LFES,L17,Y,Y,United Kingdom
F,DD8659,ASW-19b,D-7329,L2,Y,Y,Germany
F,DDE993,LS-8 18,G-CJGS,L2,N,Y,United Kingdom
F,D0016C,Discus 2a,F-CFDO,L2,Y,Y,France
F,DF0408,LS-1 d,F-CDVV,L21,N,Y,France
F,DD86D5,BLANIK,OE-5618,L23,Y,Y,Austria
F,DDC0F2,LS-8,SE-UUI,L3,N,Y,Sweden
F,DF189E,LS8t neo,SE-UUI,L3,Y,Y,Sweden
F,DD9A20,Duo Discus,D-1111,L3,N,Y,Germany
F,DDAD3E,ASW-19,G-CJBK,L3,N,Y,United Kingdom
F,DF0B10,LS-8 st 18,SE-UUI,L3,Y,Y,Sweden
I,A31DB0,ROLLADEN-SCHNEIDER,N30HH,L3,Y,Y,United States
I,385B4F,L-33 Solo,OK-8440,L33,Y,Y,Czech Republic
F,DDE34D,Kestrel,G-DCSD,L33,N,Y,United Kingdom
F,DDD3AF,LS-1,F-CEGH,L33,Y,Y,France
F,DDDE1E,Ventus 2ct,D-KXVU,L4,Y,Y,Germany
F,DDDB02,LS4,D-5730,L4,Y,Y,Germany
I,A59846,Glider,N46LK,L4,Y,Y,United States
F,DF23F4,LS4b Neo,D-1435,L4,Y,Y,Germany
F,DD9681,ASH-26 E,D-KJWE,L4,N,Y,Germany
F,DDF985,Astir Jeans,D-5916,L4,Y,Y,Germany
F,3FF395,ASW15,D-0636,L5,Y,Y,Germany
F,D02C04,ASTIR CS-77,D-3977,L5,Y,Y,Germany
F,DDBD6F,LS-3,G-CGAD,L5,N,Y,United Kingdom
F,DDE378,LS-1 f,G-CFOZ,L51,Y,Y,United Kingdom
F,DDDB88,LS-1,F-CEKE,L54,Y,Y,France
F,DDEFDB,LS-8,G-RIEV,L58,Y,Y,United Kingdom
I,A27D43,ASH-26 E,N26GJ,L6,Y,Y,United States
F,DDF04B,Std. Cirrus,D-2948,L6,Y,Y,Germany
I,3EE729,Nimbus 2C,D-1682,L6,Y,Y,Germany
F,DDD3A8,LS-1 f,F-CEKR,L67,Y,Y,France
F,DD532E,ASW-19,OK-7567,L7,Y,Y,Czech Republic
F,DDA64B,ASW-19,D-7567,L7,N,Y,Germany
F,D025D5,LS7-WL,D-1713,L7,Y,Y,Germany
I,515274,LAK17B FES,N53LL,L7,Y,Y,United States
F,DD4FDD,LS-4,OY-XMO,L7,Y,Y,Denmark
I,A6AF19,LAK-17 B,N53LL,L7,Y,Y,United States
F,D02625,Glider LS8-18,G-CJBO,L7,Y,Y,United Kingdom
F,DDD8CB,LS-1 f,F-CEKY,L74,N,Y,France
I,A38CD0,LS1-f,N328J,L8,Y,Y,United States
I,45B301,Ventus cT,OY-LXA,L8,Y,Y,Denmark
I,AAE40A,DG-808 B,N800YG,L8,N,Y,United States
F,A00C81,Grob 102,N102DV,L9,Y,Y,United States
I,405521,Discus,G-CHPH,L94,Y,Y,United Kingdom
I,C81C7D,Ventus 2cxm,ZK-GLA,LA,N,Y,New Zealand
F,D012DA,ASH 26E,D-KYLA,LA,Y,Y,Germany
F,AB4232,ASG29,N8241,LA,Y,Y,United States
I,40538E,Discus bt,G-CJRR,LA,Y,Y,United Kingdom
F,DDADCA,LS4a,D-4989,LA,Y,Y,Germany
F,DDEDBD,Ventus 2CX,D-5298,LA,N,Y,Germany
I,485B37,LAK-17 A,PH-1614,LA,Y,Y,Netherlands
F,DDDD7F,LS1-f,4049,LA,Y,Y,Unknown
I,3ED482,JS3-RES,D-KVLA,LA,Y,Y,Germany
F,D00FF9,ASW19,D-7028,LA,Y,Y,Germany
I,3E5F58,Ventus 2cm,D-KBHO,LA,Y,Y,Germany
F,DDA7AB,ASK16,D-KBLA,LA,Y,Y,Germany
F,DD509E,LS-8,D-4073,LA,N,Y,Germany
I,3FF1E0,Ikarus C42 C,D-MHLA,LA,Y,Y,Germany
F,D00117,Mosquito b,D-6690,LA,Y,Y,Germany
F,DDF073,Antares 18T,D-KKLA,LA,Y,Y,Germany
F,47BFC3,ASG-29E,LN-GLA,LA,Y,Y,Norway
F,DF0DCF,Ventus 2cM,D-KBHO,LA,Y,Y,Germany
F,3D37F2,P28A,D-ETLA,LA,Y,Y,Germany
I,DD92BD,LS1-f,HA-4049,LA,Y,Y,Hungary
F,DD9AED,ASW 15B,OK-1272,LA,Y,Y,Czech Republic
I,3EC9F2,Duo Discus xt,D-KRLA,LA,Y,Y,Germany
I,AB48BD,LAK-17 A,N826SH,LAK,N,Y,United States
F,DD9D25,Discus CS,D-4418,LB,Y,Y,Germany
I,4075E1,Nimbus 2B,G-DDVA,LB,Y,Y,United Kingdom
F,DDDDF8,Antares 20 E,D-KLEP,LB,N,Y,Germany
I,4866F4,ASG 29e,PH-1711,LB,Y,Y,Netherlands
F,DF0291,"PZL-104 ""Wilga-35A""",D-EILB,LB,Y,Y,Germany
F,A68791,Nimbus 3 DT,N52LB,LB,Y,Y,United States
F,DF0447,ASH26E,D-KKLB,LB,Y,Y,Germany
F,DDB59C,LibelleStd.,GLB,LB,N,Y,United Kingdom
F,DD99CE,LS-7,D-8192,LB,N,Y,Germany
F,DF0DEE,DG-1001S,SE-SLB,LB,Y,Y,Sweden
F,DD9B77,ASK21,LB,LB,N,Y,Unknown
F,DD4F2B,LS8-18,F-CNLB,LB,Y,Y,France
F,DDED4D,Ventus-2bx,D-2035,LB,Y,Y,Germany
I,D00B03,Janus C RG,OO-LIT,LBL,Y,Y,Belgium
F,DDE385,Mosquito,OK-7776,LC,N,Y,Czech Republic
I,38F33B,ASH-25 MI,F-CLLC,LC,Y,Y,France
F,DD99A9,ASG-29E,D-KKLC,LC,Y,Y,Germany
F,DD506B,Mosquito,ZS-GLC,LC,Y,Y,South Africa
F,DDA7DD,Discus bt,D-KOLC,LC,Y,Y,Germany
F,DDE68A,Discus,G-CFEJ,LC,Y,Y,United Kingdom
F,DDA6CF,Nimbus 2,OK-6618,LCN,Y,Y,Czech Republic
F,DDEE8E,HPH 304S Shark,D-KTLD,LD,Y,Y,Germany
F,3ECF3D,HPH 304S Shark,D-KTLD,LD,Y,Y,Germany
F,DD8DD6,Ventus 2ax,D-4081,LD,Y,Y,Germany
F,DDE5C0,SZD-48-1,SE-ULD,LD,Y,Y,Sweden
F,3F0512,Duo Discus,D-9339,LD,Y,Y,Germany
F,D02845,DG-200,D-9202,LD,Y,Y,Germany
F,DDD90C,Mosquito,PH-963,LD,Y,Y,Netherlands
F,DF2216,Discus 2T,N400DT,LD,Y,Y,United States
I,C8086B,Schleicher ASW 20,ZK-GLD,LD,Y,Y,New Zealand
F,4B5175,DuoDiscus,D-1377,LD,Y,Y,Germany
I,3D1D49,PA-18,D-EJIN,LDC,Y,Y,Germany
I,48498E,LS-8 18,PH-1172,LDS,Y,Y,Netherlands
F,DD82D0,LS-8 18,PH-1172,LDS,Y,Y,Netherlands
F,DDB1B0,LS-8 18,PH-1172,LDS,N,Y,Netherlands
I,C0621C,ASK 21,C-GLDZ,LDZ,Y,Y,Canada
F,D015A0,Nimbus 4 FES,LY-GOI,LE,Y,Y,Lithuania
I,3E7964,MiniLAK FES,D-KLEA,LE,Y,Y,Germany
F,DF1439,Discus2b,HB-3281,LE,Y,Y,Switzerland
F,DDAE63,Ventus 2cxT,D-8664,LE,N,Y,Germany
F,44E985,Ventus 2CM,OO-ZLE,LE,Y,Y,Belgium
I,4B51BB,ASW-27B,HB-3348,LE,Y,Y,Switzerland
F,DD9B16,DG 500 Elan Trainer,F-CILE,LE,Y,Y,France
F,DD8EEE,ASW-15,OK-8660,LE,Y,Y,Czech Republic
F,DDA9E7,ASW-24,D-KELE,LE,N,Y,Germany
F,DF0226,Ventus 2cx,D-8664,LE,Y,Y,Germany
F,DF0230,LS4 WL,D-2755,LE,Y,Y,Germany
F,DDB1B9,Grob Speed Astir IIB,OK-8754,LE,Y,Y,Czech Republic
F,DDDF6E,DG-1000,OE-5730,LE,Y,Y,Austria
F,DDFE0E,Motorglider Samburo AVO 68,D-KCLE,LE,Y,Y,Germany
I,A1A1FD,miniLAK,N204ML,LEL,Y,Y,United States
F,C02553,Standard CIrrus,N11SW,LEN,Y,Y,United States
F,DDB2B7,LS-4,D-6428,LEO,N,Y,Germany
F,D00BDE,JS1,ZS-GXL,LEO,Y,Y,South Africa
F,DDDD21,ASW27,F-CLGF,LEO,Y,Y,France
F,D00400,LS8 neo,D-1896,LEO,Y,Y,Germany
F,D01CCE,JS1,ZS-GXL,LEO,Y,Y,South Africa
F,DDEB52,ASG29,D-9068,LEO,Y,Y,Germany
I,40624C,DG-200,G-CLEU,LEU,Y,Y,United Kingdom
F,DF0280,Taurus,D-MLBS,LEX,Y,Y,Germany
I,C80655,Rutan Long-EZ,ZK-LEZ,LEZ,Y,Y,New Zealand
F,D02145,MiniLak FES,D-KILF,LF,Y,Y,Germany
F,C068EE,LAK 17A,C-GNTD,LF,Y,Y,Canada
F,3E5EFD,ASH 26 E,D-KBEB,LF,Y,Y,Germany
I,3E67A3,ASW-24 E,D-KELF,LF,Y,Y,Germany
I,F72962,DG-300,D-5604,LF,N,Y,Germany
F,DDE02F,Discus,HB-1801,LF,N,Y,Switzerland
I,38ADBB,DG-600,F-CILF,LF,N,Y,France
I,45B0D8,GROB G103 Twin II,OY-LFX,LF,Y,Y,Denmark
F,3EE45C,LS 6,D-0965,LF,Y,Y,Germany
I,F65471,ASW-20,D-6804,LF,N,Y,Germany
F,C721D4,Ultraleicht,D-MULF,LF,Y,Y,Germany
F,DDFAD0,LS-4,LN-GLF,LF,N,Y,Norway
I,3D1AEB,Piper PA28,D-EILF,LF,Y,Y,Germany
I,39859B,JS3 RES,F-CMLG,LG,Y,Y,France
I,3E625C,ASH31,D-KCLG,LG,Y,Y,Germany
